"","X","title","description","termsOfService","contact","license","version","used.keys","missing.keys","pam_fit$clustering"
"384","azure.com:network-networkWatcher",1,1,0,0,0,1,3,3,3
"385","azure.com:network-operation",1,1,0,0,0,1,3,3,3
"386","azure.com:network-publicIpAddress",1,1,0,0,0,1,3,3,3
"387","azure.com:network-routeFilter",1,1,0,0,0,1,3,3,3
"388","azure.com:network-routeTable",1,1,0,0,0,1,3,3,3
"389","azure.com:network-serviceCommunity",1,1,0,0,0,1,3,3,3
"390","azure.com:network-usage",1,1,0,0,0,1,3,3,3
"391","azure.com:network-virtualNetwork",1,1,0,0,0,1,3,3,3
"392","azure.com:network-virtualNetworkGateway",1,1,0,0,0,1,3,3,3
"393","azure.com:network-vmssNetworkInterface",1,1,0,0,0,1,3,3,3
"394","azure.com:network-vmssPublicIpAddress",1,1,0,0,0,1,3,3,3
"395","azure.com:notificationhubs",1,1,0,0,0,1,3,3,3
"396","azure.com:operationalinsights-OperationalInsights",1,1,0,0,0,1,3,3,3
"397","azure.com:operationsmanagement-OperationsManagement",1,1,0,0,0,1,3,3,3
"398","azure.com:policyinsights-policyEvents",1,0,0,0,0,1,2,4,3
"399","azure.com:policyinsights-policyStates",1,0,0,0,0,1,2,4,3
"400","azure.com:postgresql",1,1,0,0,0,1,3,3,3
"401","azure.com:powerbidedicated",1,1,0,0,0,1,3,3,3
"402","azure.com:powerbiembedded",1,1,0,0,0,1,3,3,3
"403","azure.com:provisioningservices-iotdps",1,1,0,0,0,1,3,3,3
"404","azure.com:recoveryservices-backup",1,0,0,0,0,1,2,4,3
"405","azure.com:recoveryservices-registeredidentities",1,0,0,0,0,1,2,4,3
"406","azure.com:recoveryservices-replicationusages",1,0,0,0,0,1,2,4,3
"407","azure.com:recoveryservices-vaults",1,0,0,0,0,1,2,4,3
"408","azure.com:recoveryservices-vaultusages",1,0,0,0,0,1,2,4,3
"409","azure.com:recoveryservicesbackup",1,0,0,0,0,1,2,4,3
"410","azure.com:recoveryservicesbackup-backupManagement",1,0,0,0,0,1,2,4,3
"411","azure.com:recoveryservicesbackup-bms",1,0,0,0,0,1,2,4,3
"412","azure.com:recoveryservicesbackup-jobs",1,0,0,0,0,1,2,4,3
"413","azure.com:recoveryservicesbackup-operations",1,0,0,0,0,1,2,4,3
"414","azure.com:recoveryservicesbackup-registeredIdentities",1,0,0,0,0,1,2,4,3
"415","azure.com:recoveryservicessiterecovery-service",1,0,0,0,0,1,2,4,3
"416","azure.com:redis",1,1,0,0,0,1,3,3,3
"417","azure.com:relay",1,1,0,0,0,1,3,3,3
"418","azure.com:reservations",1,1,0,0,0,1,3,3,3
"419","azure.com:resourcehealth",1,1,0,0,0,1,3,3,3
"420","azure.com:resources",1,1,0,0,0,1,3,3,3
"421","azure.com:resources-features",1,1,0,0,0,1,3,3,3
"422","azure.com:resources-links",1,1,0,0,0,1,3,3,3
"423","azure.com:resources-locks",1,1,0,0,0,1,3,3,3
"424","azure.com:resources-managedapplications",1,1,0,0,0,1,3,3,3
"425","azure.com:resources-management",1,1,0,0,0,1,3,3,3
"426","azure.com:resources-policy",1,1,0,0,0,1,3,3,3
"427","azure.com:resources-policyAssignments",1,1,0,0,0,1,3,3,3
"428","azure.com:resources-policyDefinitions",1,1,0,0,0,1,3,3,3
"429","azure.com:resources-policySetDefinitions",1,1,0,0,0,1,3,3,3
"430","azure.com:resources-subscriptions",1,1,0,0,0,1,3,3,3
"431","azure.com:scheduler",1,0,0,0,0,1,2,4,3
"432","azure.com:search",1,1,0,0,0,1,3,3,3
"433","azure.com:search-searchindex",1,1,0,0,0,1,3,3,3
"434","azure.com:search-searchservice",1,1,0,0,0,1,3,3,3
"435","azure.com:servermanagement",1,1,0,0,0,1,3,3,3
"436","azure.com:service-map-arm-service-map",1,1,0,0,0,1,3,3,3
"437","azure.com:servicebus",1,1,0,0,0,1,3,3,3
"438","azure.com:servicefabric",1,1,0,0,0,1,3,3,3
"439","azure.com:sql-Databases",1,1,0,0,0,1,3,3,3
"440","azure.com:sql-advisors",1,1,0,0,0,1,3,3,3
"441","azure.com:sql-backupLongTermRetentionPolicies",1,1,0,0,0,1,3,3,3
"442","azure.com:sql-backupLongTermRetentionVaults",1,1,0,0,0,1,3,3,3
"443","azure.com:sql-backups",1,1,0,0,0,1,3,3,3
"444","azure.com:sql-blobAuditingPolicies",1,1,0,0,0,1,3,3,3
"445","azure.com:sql-cancelOperations",1,1,0,0,0,1,3,3,3
"446","azure.com:sql-cancelPoolOperations",1,1,0,0,0,1,3,3,3
"447","azure.com:sql-capabilities",1,1,0,0,0,1,3,3,3
"448","azure.com:sql-checkNameAvailability",1,1,0,0,0,1,3,3,3
"449","azure.com:sql-connectionPolicies",1,1,0,0,0,1,3,3,3
"450","azure.com:sql-dataMasking",1,1,0,0,0,1,3,3,3
"451","azure.com:sql-dataWarehouseUserActivities",1,1,0,0,0,1,3,3,3
"452","azure.com:sql-databaseAutomaticTuning",1,1,0,0,0,1,3,3,3
"453","azure.com:sql-databaseSecurityAlertPolicies",1,1,0,0,0,1,3,3,3
"454","azure.com:sql-databases",1,1,0,0,0,1,3,3,3
"455","azure.com:sql-deprecated",1,1,0,0,0,1,3,3,3
"456","azure.com:sql-disasterRecoveryConfigurations",1,1,0,0,0,1,3,3,3
"457","azure.com:sql-elasticPools",1,1,0,0,0,1,3,3,3
"458","azure.com:sql-encryptionProtectors",1,1,0,0,0,1,3,3,3
"459","azure.com:sql-failoverGroups",1,1,0,0,0,1,3,3,3
"460","azure.com:sql-firewallRules",1,1,0,0,0,1,3,3,3
"461","azure.com:sql-geoBackupPolicies",1,1,0,0,0,1,3,3,3
"462","azure.com:sql-importExport",1,1,0,0,0,1,3,3,3
"463","azure.com:sql-managedDatabases",1,1,0,0,0,1,3,3,3
"464","azure.com:sql-metrics",1,1,0,0,0,1,3,3,3
"465","azure.com:sql-operations",1,1,0,0,0,1,3,3,3
"466","azure.com:sql-queries",1,1,0,0,0,1,3,3,3
"467","azure.com:sql-renameDatabase",1,1,0,0,0,1,3,3,3
"468","azure.com:sql-replicationLinks",1,1,0,0,0,1,3,3,3
"469","azure.com:sql-restorePoints",1,1,0,0,0,1,3,3,3
"470","azure.com:sql-serverAutomaticTuning",1,1,0,0,0,1,3,3,3
"471","azure.com:sql-serverAzureADAdministrators",1,1,0,0,0,1,3,3,3
"472","azure.com:sql-serverCommunicationLinks",1,1,0,0,0,1,3,3,3
"473","azure.com:sql-serverDnsAliases",1,1,0,0,0,1,3,3,3
"474","azure.com:sql-serverKeys",1,1,0,0,0,1,3,3,3
"475","azure.com:sql-servers",1,1,0,0,0,1,3,3,3
"476","azure.com:sql-serviceObjectives",1,1,0,0,0,1,3,3,3
"477","azure.com:sql-sql.core",1,1,0,0,0,1,3,3,3
"478","azure.com:sql-syncAgents",1,1,0,0,0,1,3,3,3
"479","azure.com:sql-syncGroups",1,1,0,0,0,1,3,3,3
"480","azure.com:sql-syncMembers",1,1,0,0,0,1,3,3,3
"481","azure.com:sql-tableAuditing",1,1,0,0,0,1,3,3,3
"482","azure.com:sql-usages",1,1,0,0,0,1,3,3,3
"483","azure.com:sql-virtualNetworkRules",1,1,0,0,0,1,3,3,3
"484","azure.com:storage",1,1,0,0,0,1,3,3,3
"485","azure.com:storageimportexport",1,1,0,0,0,1,3,3,3
"486","azure.com:storsimple8000series-storsimple",1,0,0,0,0,1,2,4,3
"487","azure.com:streamanalytics-functions",1,0,0,0,0,1,2,4,3
"488","azure.com:streamanalytics-inputs",1,0,0,0,0,1,2,4,3
"489","azure.com:streamanalytics-outputs",1,0,0,0,0,1,2,4,3
"490","azure.com:streamanalytics-streamingjobs",1,0,0,0,0,1,2,4,3
"491","azure.com:streamanalytics-subscriptions",1,0,0,0,0,1,2,4,3
"492","azure.com:streamanalytics-transformations",1,0,0,0,0,1,2,4,3
"493","azure.com:subscription-subscriptionDefinitions",1,1,0,0,0,1,3,3,3
"494","azure.com:timeseriesinsights",1,1,0,0,0,1,3,3,3
"495","azure.com:trafficmanager",1,0,0,0,0,1,2,4,3
"496","azure.com:trafficmanager-trafficmanageranalytics",1,0,0,0,0,1,2,4,3
"497","azure.com:visualstudio-Csm",1,1,0,0,0,1,3,3,3
"498","azure.com:web-AppServiceCertificateOrders",1,0,0,0,0,1,2,4,3
"499","azure.com:web-AppServiceEnvironments",1,0,0,0,0,1,2,4,3
"500","azure.com:web-AppServicePlans",1,0,0,0,0,1,2,4,3
"501","azure.com:web-CertificateRegistrationProvider",1,0,0,0,0,1,2,4,3
"502","azure.com:web-Certificates",1,0,0,0,0,1,2,4,3
"503","azure.com:web-DeletedWebApps",1,0,0,0,0,1,2,4,3
"504","azure.com:web-Diagnostics",1,0,0,0,0,1,2,4,3
"505","azure.com:web-DomainRegistrationProvider",1,0,0,0,0,1,2,4,3
"506","azure.com:web-Domains",1,0,0,0,0,1,2,4,3
"507","azure.com:web-Provider",1,0,0,0,0,1,2,4,3
"508","azure.com:web-Recommendations",1,0,0,0,0,1,2,4,3
"509","azure.com:web-ResourceProvider",1,0,0,0,0,1,2,4,3
"510","azure.com:web-TopLevelDomains",1,0,0,0,0,1,2,4,3
"511","azure.com:web-WebApps",1,0,0,0,0,1,2,4,3
"512","azure.com:web-logicAppsManagementClient",1,0,0,0,0,1,2,4,3
"513","azure.com:web-service",1,1,0,0,0,1,3,3,3
"514","bbc.co.uk",1,1,0,0,0,1,3,3,3
"515","bbc.com",1,1,1,1,1,1,6,0,2
"516","bbci.co.uk",1,1,0,1,1,1,5,1,4
"517","bclaws.ca:bclaws",1,1,1,0,1,1,5,1,2
"518","beanstream.com",1,1,0,0,0,1,3,3,3
"519","beezup.com",1,1,0,1,1,1,5,1,4
"520","betfair.com",1,1,1,1,1,1,6,0,2
"521","bigoven.com",1,1,1,0,0,1,4,2,5
"522","bikewise.org",1,1,0,1,0,1,4,2,1
"523","bitbucket.org",1,1,1,1,0,1,5,1,5
"524","blazemeter.com",1,1,0,1,1,1,5,1,4
"525","bluemix.net:containers",1,1,0,0,1,1,4,2,4
"526","botify.com",1,1,0,0,0,1,3,3,3
"527","box.com:authorization",1,1,0,0,1,1,4,2,4
"528","box.com:content",1,1,0,0,1,1,4,2,4
"529","box.com:token",1,1,0,0,1,1,4,2,4
"530","box.com:upload",1,1,0,0,1,1,4,2,4
"531","brandlovers.com",1,1,0,0,0,1,3,3,3
"532","brex.io",1,0,0,0,0,1,2,4,3
"533","browshot.com",1,1,1,1,0,1,5,1,5
"534","bufferapp.com",1,1,0,0,0,1,3,3,3
"535","bungie.net",1,1,1,1,1,1,6,0,2
"536","callfire.com",1,1,1,1,1,1,6,0,2
"537","cambase.io",1,1,0,0,0,1,3,3,3
"538","carbondoomsday.com",1,1,0,1,0,1,4,2,1
"539","ccp.is",1,1,0,0,0,1,3,3,3
"540","cenit.io",1,1,1,1,0,1,5,1,5
"541","channel4.com",1,1,1,1,1,1,6,0,2
"542","circleci.com",1,1,0,0,1,1,4,2,4
"543","circuitsandbox.net",1,1,0,0,0,1,3,3,3
"544","cisco.com",1,1,0,1,0,1,4,2,1
"545","citrixonline.com:gotomeeting",1,1,1,1,0,1,5,1,5
"546","citrixonline.com:scim",1,1,1,1,0,1,5,1,5
"547","citycontext.com",1,1,0,0,0,1,3,3,3
"548","clarify.io",1,1,0,0,0,1,3,3,3
"549","clever-cloud.com",1,1,0,1,0,1,4,2,1
"550","clever.com",1,1,0,1,0,1,4,2,1
"551","clickmeter.com",1,1,0,1,0,1,4,2,1
"552","cloudmersive.com:ocr",1,0,0,0,0,1,2,4,3
"553","cnab-online.herokuapp.com",1,1,0,0,0,1,3,3,3
"554","code-scan.com",1,1,1,1,1,1,6,0,2
"555","consumerfinance.gov",1,1,0,0,0,1,3,3,3
"556","core.ac.uk",1,1,0,1,0,1,4,2,1
"557","cybertaxonomy.eu",1,1,1,1,1,1,6,0,2
"558","data.gov",1,1,0,0,0,1,3,3,3
"559","data2crm.com",1,1,0,0,0,1,3,3,3
"560","dataatwork.org",1,1,0,1,0,1,4,2,1
"561","datumbox.com",1,1,0,0,0,1,3,3,3
"562","deeparteffects.com",1,0,0,1,0,1,3,3,1
"563","deutschebahn.com:betriebsstellen",1,1,1,1,0,1,5,1,5
"564","deutschebahn.com:fahrplan",1,1,1,1,1,1,6,0,2
"565","deutschebahn.com:fasta",1,1,1,1,1,1,6,0,2
"566","deutschebahn.com:flinkster",1,1,1,1,0,1,5,1,5
"567","deutschebahn.com:reisezentren",1,1,1,1,0,1,5,1,5
"568","deutschebahn.com:stada",1,1,0,0,0,1,3,3,3
"569","digitallinguistics.io",1,1,0,1,1,1,5,1,4
"570","docker.com:engine",1,1,0,0,0,1,3,3,3
"571","docusign.net",1,1,1,1,0,1,5,1,5
"572","domainsdb.info",1,1,0,0,0,1,3,3,3
"573","dracoon.team",1,1,1,1,0,1,5,1,5
"574","dropx.io",1,1,0,0,0,1,3,3,3
"575","dweet.io",1,1,0,0,0,1,3,3,3
"576","ebay.com:buy-browse",1,1,0,1,1,1,5,1,4
"577","ebay.com:buy-feed",1,1,0,1,1,1,5,1,4
"578","ebay.com:buy-marketing",1,1,0,1,1,1,5,1,4
"579","ebay.com:commerce-taxonomy",1,1,0,1,1,1,5,1,4
"580","ebay.com:sell-fulfillment",1,1,0,1,1,1,5,1,4
"581","envoice.in",1,1,0,1,0,1,4,2,1
"582","epa.gov:air",1,1,0,1,1,1,5,1,4
"583","epa.gov:case",1,1,0,1,1,1,5,1,4
"584","epa.gov:cwa",1,1,0,1,1,1,5,1,4
"585","epa.gov:dfr",1,1,0,1,1,1,5,1,4
"586","epa.gov:echo",1,1,0,1,1,1,5,1,4
"587","epa.gov:eff",1,1,0,1,1,1,5,1,4
"588","epa.gov:rcra",1,1,0,1,1,1,5,1,4
"589","epa.gov:sdw",1,1,0,1,1,1,5,1,4
"590","etmdb.com",1,1,0,1,0,1,4,2,1
"591","europeana.eu",1,1,1,1,1,1,6,0,2
"592","exavault.com",1,1,0,0,0,1,3,3,3
"593","fantasydata.net:cbb-v3-scores",1,0,0,1,0,1,3,3,1
"594","fantasydata.net:cbb-v3-stats",1,0,0,1,0,1,3,3,1
"595","fantasydata.net:cfb-v3-scores",1,1,0,1,0,1,4,2,1
"596","fantasydata.net:golf-v2",1,0,0,1,0,1,3,3,1
"597","fantasydata.net:mlb-v3-play-by-play",1,1,0,1,0,1,4,2,1
"598","fantasydata.net:mlb-v3-projections",1,1,0,1,0,1,4,2,1
"599","fantasydata.net:mlb-v3-projections-dfsr",1,1,0,1,0,1,4,2,1
"600","fantasydata.net:mlb-v3-rotoballer-articles",1,0,0,1,0,1,3,3,1
"601","fantasydata.net:mlb-v3-rotoballer-premium-news",1,0,0,1,0,1,3,3,1
"602","fantasydata.net:mlb-v3-scores",1,1,0,1,0,1,4,2,1
"603","fantasydata.net:mlb-v3-stats",1,1,0,1,0,1,4,2,1
"604","fantasydata.net:nascar-v2",1,0,0,1,0,1,3,3,1
"605","fantasydata.net:nba-v3-play-by-play",1,1,0,1,0,1,4,2,1
"606","fantasydata.net:nba-v3-projections",1,0,0,1,0,1,3,3,1
"607","fantasydata.net:nba-v3-rotoballer-articles",1,0,0,1,0,1,3,3,1
"608","fantasydata.net:nba-v3-rotoballer-premium-news",1,0,0,1,0,1,3,3,1
"609","fantasydata.net:nba-v3-scores",1,0,0,1,0,1,3,3,1
"610","fantasydata.net:nba-v3-stats",1,0,0,1,0,1,3,3,1
"611","fantasydata.net:nfl-v3-play-by-play",1,1,0,1,0,1,4,2,1
"612","fantasydata.net:nfl-v3-projections",1,1,0,1,0,1,4,2,1
"613","fantasydata.net:nfl-v3-projections-dfsr",1,1,0,1,0,1,4,2,1
"614","fantasydata.net:nfl-v3-rotoballer-articles",1,0,0,1,0,1,3,3,1
"615","fantasydata.net:nfl-v3-rotoballer-premium-news",1,0,0,1,0,1,3,3,1
"616","fantasydata.net:nfl-v3-scores",1,1,0,1,0,1,4,2,1
"617","fantasydata.net:nfl-v3-stats",1,1,0,1,0,1,4,2,1
"618","fantasydata.net:nhl-v3-play-by-play",1,1,0,1,0,1,4,2,1
"619","fantasydata.net:nhl-v3-projections",1,0,0,1,0,1,3,3,1
"620","fantasydata.net:nhl-v3-scores",1,0,0,1,0,1,3,3,1
"621","fantasydata.net:nhl-v3-stats",1,0,0,1,0,1,3,3,1
"622","fantasydata.net:soccer-v3-projections",1,0,0,1,0,1,3,3,1
"623","fantasydata.net:soccer-v3-scores",1,0,0,1,0,1,3,3,1
"624","fantasydata.net:soccer-v3-stats",1,0,0,1,0,1,3,3,1
"625","figshare.com",1,1,0,0,0,1,3,3,3
"626","firebrowse.org",1,1,0,0,0,1,3,3,3
"627","flat.io",1,1,1,1,0,1,5,1,5
"628","flickr.com",1,1,1,1,0,1,5,1,5
"629","formapi.io",1,0,0,1,0,1,3,3,1
"630","freesound.org",1,1,1,1,1,1,6,0,2
"631","funtranslations.com",1,1,1,1,0,1,5,1,5
"632","furkot.com",1,1,0,1,0,1,4,2,1
"633","geneea.com",1,1,0,0,0,1,3,3,3
"634","geodesystems.com",1,1,0,0,0,1,3,3,3
"635","getgo.com:gototraining",1,1,1,1,0,1,5,1,5
"636","getgo.com:gotowebinar",1,1,1,1,0,1,5,1,5
"637","getsandbox.com",1,1,1,1,0,1,5,1,5
"638","gettyimages.com",1,1,0,0,0,1,3,3,3
"639","giphy.com",1,1,1,1,0,1,5,1,5
"640","gisgraphy.com",1,1,1,1,1,1,6,0,2
"641","github.com",1,1,1,0,0,1,4,2,5
"642","gitlab.com",1,1,0,0,0,1,3,3,3
"643","googleapis.com:abusiveexperiencereport",1,1,0,1,0,1,4,2,1
"644","googleapis.com:acceleratedmobilepageurl",1,1,0,1,0,1,4,2,1
"645","googleapis.com:adexchangebuyer",1,1,1,1,1,1,6,0,2
"646","googleapis.com:adexchangebuyer2",1,1,1,1,1,1,6,0,2
"647","googleapis.com:adexchangeseller",1,1,1,1,1,1,6,0,2
"648","googleapis.com:adexperiencereport",1,1,0,1,0,1,4,2,1
"649","googleapis.com:admin",1,1,1,1,1,1,6,0,2
"650","googleapis.com:adsense",1,1,0,1,0,1,4,2,1
"651","googleapis.com:adsensehost",1,1,0,1,0,1,4,2,1
"652","googleapis.com:analytics",1,1,1,1,1,1,6,0,2
"653","googleapis.com:analyticsreporting",1,1,0,1,0,1,4,2,1
"654","googleapis.com:androiddeviceprovisioning",1,1,0,1,0,1,4,2,1
"655","googleapis.com:androidenterprise",1,1,0,1,0,1,4,2,1
"656","googleapis.com:androidmanagement",1,1,0,1,0,1,4,2,1
"657","googleapis.com:androidpublisher",1,1,0,1,0,1,4,2,1
"658","googleapis.com:appengine",1,1,0,1,0,1,4,2,1
"659","googleapis.com:appsactivity",1,1,0,1,0,1,4,2,1
"660","googleapis.com:appstate",1,1,0,1,0,1,4,2,1
"661","googleapis.com:bigquery",1,1,0,1,0,1,4,2,1
"662","googleapis.com:bigquerydatatransfer",1,1,0,1,0,1,4,2,1
"663","googleapis.com:blogger",1,1,1,1,1,1,6,0,2
"664","googleapis.com:books",1,1,1,1,1,1,6,0,2
"665","googleapis.com:calendar",1,1,0,1,0,1,4,2,1
"666","googleapis.com:chat",1,0,0,1,0,1,3,3,1
"667","googleapis.com:civicinfo",1,1,1,1,1,1,6,0,2
"668","googleapis.com:classroom",1,1,0,1,0,1,4,2,1
"669","googleapis.com:cloudbilling",1,1,0,1,0,1,4,2,1
"670","googleapis.com:cloudbuild",1,1,0,1,0,1,4,2,1
"671","googleapis.com:clouddebugger",1,1,0,1,0,1,4,2,1
"672","googleapis.com:clouderrorreporting",1,1,0,1,0,1,4,2,1
"673","googleapis.com:cloudfunctions",1,1,0,1,0,1,4,2,1
"674","googleapis.com:cloudiot",1,1,0,1,0,1,4,2,1
"675","googleapis.com:cloudkms",1,1,0,1,0,1,4,2,1
"676","googleapis.com:cloudmonitoring",1,1,0,1,0,1,4,2,1
"677","googleapis.com:cloudresourcemanager",1,1,0,1,0,1,4,2,1
"678","googleapis.com:cloudshell",1,1,0,1,0,1,4,2,1
"679","googleapis.com:cloudtasks",1,1,0,1,0,1,4,2,1
"680","googleapis.com:cloudtrace",1,1,0,1,0,1,4,2,1
"681","googleapis.com:clouduseraccounts",1,1,1,1,1,1,6,0,2
"682","googleapis.com:compute",1,1,0,1,0,1,4,2,1
"683","googleapis.com:consumersurveys",1,1,0,1,0,1,4,2,1
"684","googleapis.com:container",1,1,0,1,0,1,4,2,1
"685","googleapis.com:content",1,1,0,1,0,1,4,2,1
"686","googleapis.com:customsearch",1,1,1,1,1,1,6,0,2
"687","googleapis.com:dataflow",1,1,0,1,0,1,4,2,1
"688","googleapis.com:dataproc",1,1,0,1,0,1,4,2,1
"689","googleapis.com:datastore",1,1,0,1,0,1,4,2,1
"690","googleapis.com:deploymentmanager",1,1,0,1,0,1,4,2,1
"691","googleapis.com:dfareporting",1,1,1,1,1,1,6,0,2
"692","googleapis.com:digitalassetlinks",1,1,0,1,0,1,4,2,1
"693","googleapis.com:discovery",1,1,1,1,1,1,6,0,2
"694","googleapis.com:dlp",1,1,0,1,0,1,4,2,1
"695","googleapis.com:dns",1,1,0,1,0,1,4,2,1
"696","googleapis.com:doubleclickbidmanager",1,1,0,1,0,1,4,2,1
"697","googleapis.com:doubleclicksearch",1,1,0,1,0,1,4,2,1
"698","googleapis.com:drive",1,1,0,1,0,1,4,2,1
"699","googleapis.com:firebasedynamiclinks",1,1,0,1,0,1,4,2,1
"700","googleapis.com:firebaseremoteconfig",1,1,1,1,1,1,6,0,2
"701","googleapis.com:firebaserules",1,1,0,1,0,1,4,2,1
"702","googleapis.com:firestore",1,0,0,1,0,1,3,3,1
"703","googleapis.com:fitness",1,1,1,1,1,1,6,0,2
"704","googleapis.com:fusiontables",1,1,1,1,1,1,6,0,2
"705","googleapis.com:games",1,1,0,1,0,1,4,2,1
"706","googleapis.com:gamesConfiguration",1,1,0,1,0,1,4,2,1
"707","googleapis.com:gamesManagement",1,1,0,1,0,1,4,2,1
"708","googleapis.com:genomics",1,1,0,1,0,1,4,2,1
"709","googleapis.com:gmail",1,1,0,1,0,1,4,2,1
"710","googleapis.com:groupsmigration",1,1,1,1,1,1,6,0,2
"711","googleapis.com:groupssettings",1,1,1,1,1,1,6,0,2
"712","googleapis.com:iam",1,1,0,1,0,1,4,2,1
"713","googleapis.com:identitytoolkit",1,1,1,1,1,1,6,0,2
"714","googleapis.com:kgsearch",1,1,0,1,0,1,4,2,1
"715","googleapis.com:language",1,1,0,1,0,1,4,2,1
"716","googleapis.com:licensing",1,1,1,1,1,1,6,0,2
"717","googleapis.com:logging",1,1,0,1,0,1,4,2,1
"718","googleapis.com:manufacturers",1,1,0,1,0,1,4,2,1
"719","googleapis.com:mirror",1,1,0,1,0,1,4,2,1
"720","googleapis.com:ml",1,1,0,1,0,1,4,2,1
"721","googleapis.com:monitoring",1,1,0,1,0,1,4,2,1
"722","googleapis.com:oauth2",1,1,1,1,1,1,6,0,2
"723","googleapis.com:oslogin",1,1,0,1,0,1,4,2,1
"724","googleapis.com:pagespeedonline",1,1,0,1,0,1,4,2,1
"725","googleapis.com:partners",1,1,0,1,0,1,4,2,1
"726","googleapis.com:people",1,1,0,1,0,1,4,2,1
"727","googleapis.com:playcustomapp",1,1,1,1,1,1,6,0,2
"728","googleapis.com:playmoviespartner",1,1,1,1,1,1,6,0,2
"729","googleapis.com:plus",1,1,0,1,0,1,4,2,1
"730","googleapis.com:plusDomains",1,1,0,1,0,1,4,2,1
"731","googleapis.com:poly",1,1,0,1,0,1,4,2,1
"732","googleapis.com:prediction",1,1,1,1,1,1,6,0,2
"733","googleapis.com:proximitybeacon",1,1,0,1,0,1,4,2,1
"734","googleapis.com:pubsub",1,1,0,1,0,1,4,2,1
"735","googleapis.com:qpxExpress",1,1,0,1,0,1,4,2,1
"736","googleapis.com:replicapool",1,1,1,1,1,1,6,0,2
"737","googleapis.com:replicapoolupdater",1,1,1,1,1,1,6,0,2
"738","googleapis.com:reseller",1,1,1,1,1,1,6,0,2
"739","googleapis.com:resourceviews",1,1,1,1,1,1,6,0,2
"740","googleapis.com:runtimeconfig",1,1,0,1,0,1,4,2,1
"741","googleapis.com:safebrowsing",1,1,0,1,0,1,4,2,1
"742","googleapis.com:script",1,1,0,1,0,1,4,2,1
"743","googleapis.com:searchconsole",1,1,0,1,0,1,4,2,1
"744","googleapis.com:serviceconsumermanagement",1,1,0,1,0,1,4,2,1
"745","googleapis.com:servicecontrol",1,1,0,1,0,1,4,2,1
"746","googleapis.com:servicemanagement",1,1,0,1,0,1,4,2,1
"747","googleapis.com:serviceusage",1,1,0,1,0,1,4,2,1
"748","googleapis.com:serviceuser",1,1,0,1,0,1,4,2,1
"749","googleapis.com:sheets",1,1,0,1,0,1,4,2,1
"750","googleapis.com:siteVerification",1,1,1,1,1,1,6,0,2
"751","googleapis.com:slides",1,1,0,1,0,1,4,2,1
"752","googleapis.com:sourcerepo",1,1,0,1,0,1,4,2,1
"753","googleapis.com:spanner",1,1,0,1,0,1,4,2,1
"754","googleapis.com:spectrum",1,1,0,1,0,1,4,2,1
"755","googleapis.com:speech",1,1,0,1,0,1,4,2,1
"756","googleapis.com:sqladmin",1,1,0,1,0,1,4,2,1
"757","googleapis.com:storage",1,1,0,1,0,1,4,2,1
"758","googleapis.com:storagetransfer",1,1,0,1,0,1,4,2,1
"759","googleapis.com:streetviewpublish",1,1,0,1,0,1,4,2,1
"760","googleapis.com:surveys",1,1,1,1,1,1,6,0,2
"761","googleapis.com:tagmanager",1,1,1,1,1,1,6,0,2
"762","googleapis.com:taskqueue",1,1,1,1,1,1,6,0,2
"763","googleapis.com:tasks",1,1,1,1,1,1,6,0,2
"764","googleapis.com:testing",1,1,0,1,0,1,4,2,1
"765","googleapis.com:toolresults",1,1,0,1,0,1,4,2,1
"766","googleapis.com:tpu",1,1,0,1,0,1,4,2,1
"767","googleapis.com:tracing",1,1,1,1,1,1,6,0,2
"768","googleapis.com:translate",1,1,0,1,0,1,4,2,1
"769","googleapis.com:urlshortener",1,1,1,1,1,1,6,0,2
"770","googleapis.com:vault",1,1,0,1,0,1,4,2,1
"771","googleapis.com:videointelligence",1,1,0,1,0,1,4,2,1
"772","googleapis.com:vision",1,1,0,1,0,1,4,2,1
"773","googleapis.com:webfonts",1,1,1,1,1,1,6,0,2
"774","googleapis.com:webmasters",1,1,0,1,0,1,4,2,1
"775","googleapis.com:youtube",1,1,0,1,0,1,4,2,1
"776","googleapis.com:youtubeAnalytics",1,1,0,1,0,1,4,2,1
"777","googleapis.com:youtubereporting",1,1,0,1,0,1,4,2,1
"778","gov.bc.ca:bcdc",1,1,1,1,1,1,6,0,2
"779","gov.bc.ca:bcgnws",1,1,0,1,1,1,5,1,4
"780","gov.bc.ca:geocoder",1,1,1,1,1,1,6,0,2
"781","gov.bc.ca:geomark",1,1,1,1,1,1,6,0,2
"782","gov.bc.ca:jobposting",1,1,0,0,0,1,3,3,3
"783","gov.bc.ca:news",1,1,0,0,1,1,4,2,4
"784","gov.bc.ca:open511",1,1,1,1,1,1,6,0,2
"785","gov.bc.ca:router",1,1,1,1,1,1,6,0,2
"786","graphhopper.com",1,1,0,0,0,1,3,3,3
"787","greenpeace.org",1,1,1,1,1,1,6,0,2
"788","gsa.gov",1,1,0,1,0,1,4,2,1
"789","hackathonwatch.com",1,0,0,1,0,1,3,3,1
"790","haloapi.com:metadata",1,1,0,1,0,1,4,2,1
"791","haloapi.com:profile",1,1,0,1,0,1,4,2,1
"792","haloapi.com:stats",1,1,0,1,0,1,4,2,1
"793","haloapi.com:ugc",1,1,0,1,0,1,4,2,1
"794","healthcare.gov",1,0,0,0,0,1,2,4,3
